model,google-analogies.csv,jair.csv,msr.csv,sat.csv,semeval.csv
sg.100.vw,0.56514007,0,0.5282249,0.26186305,0.28606668
sg.150.vw,0.564691,0,0.52989185,0.26213324,0.2860251
sg.200.vw,0.56421906,0,0.5302714,0.26190928,0.28512627
sg.250.vw,0.56673586,0,0.529467,0.26226997,0.28623167
sg.300.vw,0.56275225,0,0.5279672,0.26199442,0.28614104
sg.400.vw,0.56544155,0,0.5285368,0.26082078,0.2859096
sg.50.vw,0.5645637,0,0.52917844,0.26293534,0.28640532
