model,ap.csv,battig.csv,bless.csv,essli-2008.csv
vectors.100.vw,0.5186787217874035,0.44917405160498264,0.5985590153207353,0.6282470981385256
vectors.150.vw,0.501222591664049,0.44069583479131175,0.6359226825050992,0.5203114337922603
vectors.200.vw,0.4399885217561208,0.436792121638877,0.611799833990984,0.6318694693102543
vectors.250.vw,0.48929031636804654,0.43948700170741606,0.642456145628704,0.5496525656946352
vectors.300.vw,0.4611962171917175,0.43392883704347524,0.6421705161387511,0.5455943433060263
vectors.400.vw,0.41830478633387075,0.41853018105564266,0.5601155861242109,0.564174537727787
vectors.50.vw,0.49687971045889856,0.44207880376355224,0.6209848439434117,0.5717386581773791
