model,ap.csv,battig.csv,bless.csv,essli-2008.csv
vectors.100.vw,0.506357477030054,0.44571105064109057,0.6504107770123885,0.6249626851445225
vectors.150.vw,0.45808033851857327,0.4334050105091535,0.6445983912375784,0.5394935362486721
vectors.250.vw,0.45793105300774756,0.4288968222707482,0.5688800859996848,0.5713635329914877
vectors.300.vw,0.47971057167813935,0.4259240728887421,0.5846719516174668,0.600915042986903
vectors.400.vw,0.45008537229549994,0.4156686680172993,0.6100250884277416,0.6180055429701772
vectors.50.vw,0.5378950341384919,0.43279388507402716,0.6273933554694628,0.6145547448048791
