model,8-8-8.csv,wikisem500.csv
WT103.24h.QRNN.100.vw,0.78125,0.5843355119825708
WT103.24h.QRNN.150.vw,0.78125,0.5848023653906007
WT103.24h.QRNN.200.vw,0.890625,0.578145813881108
WT103.24h.QRNN.300.vw,0.890625,0.5511367880485527
WT103.24h.QRNN.400.vw,0.890625,0.5744026221599752
WT103.24h.QRNN.50.vw,0.734375,0.6143921179582945
